"personid","site_code","dob","dod","father","mother"
"sm0473","SM","1977-99-99",NA,"sm0191","sm8271"
"sm0474","SM","1981-99-99",NA,"sm8272","sm8273"
"sm0475","SM","2013-99-99",NA,"sm0473","sm0474"
"sm0476","SM","2002-99-99",NA,"sm0473","sm0474"
"sm0477","SM","1963-99-99",NA,"sm8274","sm0270"
"sm0478","SM","1988-99-99",NA,"sm0123","sm8275"
"sm0479","SM","2022-99-99",NA,"sm0477","sm0478"
"sm0480","SM","2003-99-99",NA,"sm0477","sm0478"
"sm0481","SM","2010-99-99",NA,NA,NA
"sm0482","SM","2021-99-99",NA,NA,NA
"sm0483","SM","1965-99-99",NA,"sm8276","sm8277"
"sm0484","SM","1992-99-99",NA,"sm8278","sm0007"
"sm0485","SM","2018-99-99",NA,NA,NA
"sm0486","SM","2017-99-99",NA,"sm0483","sm0484"
"sm0487","SM","2015-99-99",NA,NA,NA
"sm0488","SM","1986-99-99",NA,"sm0281","sm8279"
"sm0489","SM","1974-99-99",NA,"sm8280","sm8281"
"sm0490","SM","2005-99-99",NA,"sm0488","sm0489"
"sm0491","SM","2010-99-99",NA,"sm0488","sm0489"
"sm0492","SM","2021-99-99",NA,NA,NA
"sm0493","SM","2015-99-99",NA,"sm0488","sm0489"
"sm0494","SM","1968-99-99",NA,"sm8282","sm8283"
"sm0495","SM","1971-99-99",NA,"sm8284","sm8285"
"sm0496","SM","2012-99-99",NA,NA,NA
"sm0497","SM","1999-99-99",NA,"sm0494","sm0495"
"sm0498","SM","2007-99-99",NA,"sm0494","sm0495"
"sm8001","SM",NA,NA,NA,NA
"sm8002","SM",NA,NA,NA,NA
"sm8003","SM",NA,NA,NA,NA
"sm8004","SM",NA,NA,NA,NA
"sm8005","SM",NA,NA,NA,NA
"sm8006","SM",NA,NA,NA,NA
"sm8007","SM",NA,NA,NA,NA
"sm8008","SM",NA,NA,NA,NA
"sm8009","SM",NA,NA,NA,NA
"sm8010","SM",NA,NA,NA,NA
"sm8011","SM",NA,NA,NA,NA
"sm8012","SM",NA,NA,NA,NA
"sm8013","SM",NA,NA,NA,NA
"sm8014","SM",NA,NA,NA,NA
"sm8015","SM",NA,NA,NA,NA
"sm8016","SM",NA,NA,NA,NA
"sm8017","SM",NA,NA,NA,NA
"sm8018","SM",NA,NA,NA,NA
"sm8019","SM",NA,NA,NA,NA
"sm8020","SM",NA,NA,NA,NA
"sm8021","SM",NA,NA,NA,NA
"sm8022","SM",NA,NA,NA,NA
"sm8023","SM",NA,NA,NA,NA
"sm8024","SM",NA,NA,NA,NA
"sm8025","SM",NA,NA,NA,NA
"sm8026","SM",NA,NA,NA,NA
"sm8027","SM",NA,NA,NA,NA
"sm8028","SM",NA,NA,NA,NA
"sm8029","SM",NA,NA,NA,NA
"sm8030","SM",NA,NA,NA,NA
"sm8031","SM",NA,NA,NA,NA
"sm8032","SM",NA,NA,NA,NA
"sm8033","SM",NA,NA,NA,NA
"sm8034","SM",NA,NA,NA,NA
"sm8035","SM",NA,NA,NA,NA
"sm8036","SM",NA,NA,NA,NA
"sm8037","SM",NA,NA,NA,NA
"sm8038","SM",NA,NA,NA,NA
"sm8039","SM",NA,NA,NA,NA
"sm8040","SM",NA,NA,NA,NA
"sm8041","SM",NA,NA,NA,NA
"sm8042","SM",NA,NA,NA,NA
"sm8043","SM",NA,NA,NA,NA
"sm8044","SM",NA,NA,NA,NA
"sm8045","SM",NA,NA,NA,NA
"sm8046","SM",NA,NA,NA,NA
"sm8047","SM",NA,NA,NA,NA
"sm8048","SM",NA,NA,NA,NA
"sm8049","SM",NA,NA,NA,NA
"sm8050","SM",NA,NA,NA,NA
"sm8051","SM",NA,NA,NA,NA
"sm8052","SM",NA,NA,NA,NA
"sm8053","SM",NA,NA,NA,NA
"sm8054","SM",NA,NA,NA,NA
"sm8055","SM",NA,NA,NA,NA
"sm8056","SM",NA,NA,NA,NA
"sm8057","SM",NA,NA,NA,NA
"sm8058","SM",NA,NA,NA,NA
"sm8059","SM",NA,NA,NA,NA
"sm8060","SM",NA,NA,NA,NA
"sm8061","SM",NA,NA,NA,NA
"sm8062","SM",NA,NA,NA,NA
"sm8063","SM",NA,NA,NA,NA
"sm8064","SM",NA,NA,NA,NA
"sm8065","SM",NA,NA,NA,NA
"sm8066","SM",NA,NA,NA,NA
"sm8067","SM",NA,NA,NA,NA
"sm8068","SM",NA,NA,NA,NA
"sm8069","SM",NA,NA,NA,NA
"sm8070","SM",NA,NA,NA,NA
"sm8071","SM",NA,NA,NA,NA
"sm8072","SM",NA,NA,NA,NA
"sm8073","SM",NA,NA,NA,NA
"sm8074","SM",NA,NA,NA,NA
"sm8075","SM",NA,NA,NA,NA
"sm8076","SM",NA,NA,NA,NA
"sm8077","SM",NA,NA,NA,NA
"sm8078","SM",NA,NA,NA,NA
"sm8079","SM",NA,NA,NA,NA
"sm8080","SM",NA,NA,NA,NA
"sm8081","SM",NA,NA,NA,NA
"sm8082","SM",NA,NA,NA,NA
"sm8083","SM",NA,NA,NA,NA
"sm8084","SM",NA,NA,NA,NA
"sm8085","SM",NA,NA,NA,NA
"sm8086","SM",NA,NA,NA,NA
"sm8087","SM",NA,NA,NA,NA
"sm8088","SM",NA,NA,NA,NA
"sm8089","SM",NA,NA,NA,NA
"sm8090","SM",NA,NA,NA,NA
"sm8091","SM",NA,NA,NA,NA
"sm8092","SM",NA,NA,NA,NA
"sm8093","SM",NA,NA,NA,NA
"sm8094","SM",NA,NA,NA,NA
"sm8095","SM",NA,NA,NA,NA
"sm8096","SM",NA,NA,NA,NA
"sm8097","SM",NA,NA,NA,NA
"sm8098","SM",NA,NA,NA,NA
"sm8099","SM",NA,NA,NA,NA
"sm8100","SM",NA,NA,NA,NA
"sm8101","SM",NA,NA,NA,NA
"sm8102","SM",NA,NA,NA,NA
"sm8103","SM",NA,NA,NA,NA
"sm8104","SM",NA,NA,NA,NA
"sm8105","SM",NA,NA,NA,NA
"sm8106","SM",NA,NA,NA,NA
"sm8107","SM",NA,NA,NA,NA
"sm8108","SM",NA,NA,NA,NA
"sm8109","SM",NA,NA,NA,NA
"sm8110","SM",NA,NA,NA,NA
"sm8111","SM",NA,NA,NA,NA
"sm8112","SM",NA,NA,NA,NA
"sm8113","SM",NA,NA,NA,NA
"sm8114","SM",NA,NA,NA,NA
"sm8115","SM",NA,NA,NA,NA
"sm8116","SM",NA,NA,NA,NA
"sm8117","SM",NA,NA,NA,NA
"sm8118","SM",NA,NA,NA,NA
"sm8119","SM",NA,NA,NA,NA
"sm8120","SM",NA,NA,NA,NA
"sm8121","SM",NA,NA,NA,NA
"sm8122","SM",NA,NA,NA,NA
"sm8123","SM",NA,NA,NA,NA
"sm8124","SM",NA,NA,NA,NA
"sm8125","SM",NA,NA,NA,NA
"sm8126","SM",NA,NA,NA,NA
"sm8127","SM",NA,NA,NA,NA
"sm8128","SM",NA,NA,NA,NA
"sm8129","SM",NA,NA,NA,NA
"sm8130","SM",NA,NA,NA,NA
"sm8131","SM",NA,NA,NA,NA
"sm8132","SM",NA,NA,NA,NA
"sm8133","SM",NA,NA,NA,NA
"sm8134","SM",NA,NA,NA,NA
"sm8135","SM",NA,NA,NA,NA
"sm8136","SM",NA,NA,NA,NA
"sm8137","SM",NA,NA,NA,NA
"sm8138","SM",NA,NA,NA,NA
"sm8139","SM",NA,NA,NA,NA
"sm8140","SM",NA,NA,NA,NA
"sm8141","SM",NA,NA,NA,NA
"sm8142","SM",NA,NA,NA,NA
"sm8143","SM",NA,NA,NA,NA
"sm8144","SM",NA,NA,NA,NA
"sm8145","SM",NA,NA,NA,NA
"sm8146","SM",NA,NA,NA,NA
"sm8147","SM",NA,NA,NA,NA
"sm8148","SM",NA,NA,NA,NA
"sm8149","SM",NA,NA,NA,NA
"sm8150","SM",NA,NA,NA,NA
"sm8151","SM",NA,NA,NA,NA
"sm8152","SM",NA,NA,NA,NA
"sm8153","SM",NA,NA,NA,NA
"sm8154","SM",NA,NA,NA,NA
"sm8155","SM",NA,NA,NA,NA
"sm8156","SM",NA,NA,NA,NA
"sm8157","SM",NA,NA,NA,NA
"sm8158","SM",NA,NA,NA,NA
"sm8159","SM",NA,NA,NA,NA
"sm8160","SM",NA,NA,NA,NA
"sm8161","SM",NA,NA,NA,NA
"sm8162","SM",NA,NA,NA,NA
"sm8163","SM",NA,NA,NA,NA
"sm8164","SM",NA,NA,NA,NA
"sm8165","SM",NA,NA,NA,NA
"sm8166","SM",NA,NA,NA,NA
"sm8167","SM",NA,NA,NA,NA
"sm8168","SM",NA,NA,NA,NA
"sm8169","SM",NA,NA,NA,NA
"sm8170","SM",NA,NA,NA,NA
"sm8171","SM",NA,NA,NA,NA
"sm8172","SM",NA,NA,NA,NA
"sm8173","SM",NA,NA,NA,NA
"sm8174","SM",NA,NA,NA,NA
"sm8175","SM",NA,NA,NA,NA
"sm8176","SM",NA,NA,NA,NA
"sm8177","SM",NA,NA,NA,NA
"sm8178","SM",NA,NA,NA,NA
"sm8179","SM",NA,NA,NA,NA
"sm8180","SM",NA,NA,NA,NA
"sm8181","SM",NA,NA,NA,NA
"sm8182","SM",NA,NA,NA,NA
"sm8183","SM",NA,NA,NA,NA
"sm8184","SM",NA,NA,NA,NA
"sm8185","SM",NA,NA,NA,NA
"sm8186","SM",NA,NA,NA,NA
"sm8187","SM",NA,NA,NA,NA
"sm8188","SM",NA,NA,NA,NA
"sm8189","SM",NA,NA,NA,NA
"sm8190","SM",NA,NA,NA,NA
"sm8191","SM",NA,NA,NA,NA
"sm8192","SM",NA,NA,NA,NA
"sm8193","SM",NA,NA,NA,NA
"sm8194","SM",NA,NA,NA,NA
"sm8195","SM",NA,NA,NA,NA
"sm8196","SM",NA,NA,NA,NA
"sm8197","SM",NA,NA,NA,NA
"sm8198","SM",NA,NA,NA,NA
"sm8199","SM",NA,NA,NA,NA
"sm8200","SM",NA,NA,NA,NA
"sm8201","SM",NA,NA,NA,NA
"sm8202","SM",NA,NA,NA,NA
"sm8203","SM",NA,NA,NA,NA
"sm8204","SM",NA,NA,NA,NA
"sm8205","SM",NA,NA,NA,NA
"sm8206","SM",NA,NA,NA,NA
"sm8207","SM",NA,NA,NA,NA
"sm8208","SM",NA,NA,NA,NA
"sm8209","SM",NA,NA,NA,NA
"sm8210","SM",NA,NA,NA,NA
"sm8211","SM",NA,NA,NA,NA
"sm8212","SM",NA,NA,NA,NA
"sm8213","SM",NA,NA,NA,NA
"sm8214","SM",NA,NA,NA,NA
"sm8215","SM",NA,NA,NA,NA
"sm8216","SM",NA,NA,NA,NA
"sm8217","SM",NA,NA,NA,NA
"sm8218","SM",NA,NA,NA,NA
"sm8219","SM",NA,NA,NA,NA
"sm8220","SM",NA,NA,NA,NA
"sm8221","SM",NA,NA,NA,NA
"sm8222","SM",NA,NA,NA,NA
"sm8223","SM",NA,NA,NA,NA
"sm8224","SM",NA,NA,NA,NA
"sm8225","SM",NA,NA,NA,NA
"sm8226","SM",NA,NA,NA,NA
"sm8227","SM",NA,NA,NA,NA
"sm8228","SM",NA,NA,NA,NA
"sm8229","SM",NA,NA,NA,NA
"sm8230","SM",NA,NA,NA,NA
"sm8231","SM",NA,NA,NA,NA
"sm8232","SM",NA,NA,NA,NA
"sm8233","SM",NA,NA,NA,NA
"sm8234","SM",NA,NA,NA,NA
"sm8235","SM",NA,NA,NA,NA
"sm8236","SM",NA,NA,NA,NA
"sm8237","SM",NA,NA,NA,NA
"sm8238","SM",NA,NA,NA,NA
"sm8239","SM",NA,NA,NA,NA
"sm8240","SM",NA,NA,NA,NA
"sm8241","SM",NA,NA,NA,NA
"sm8242","SM",NA,NA,NA,NA
"sm8243","SM",NA,NA,NA,NA
"sm8244","SM",NA,NA,NA,NA
"sm8245","SM",NA,NA,NA,NA
"sm8246","SM",NA,NA,NA,NA
"sm8247","SM",NA,NA,NA,NA
"sm8248","SM",NA,NA,NA,NA
"sm8249","SM",NA,NA,NA,NA
"sm8250","SM",NA,NA,NA,NA
"sm8251","SM",NA,NA,NA,NA
"sm8252","SM",NA,NA,NA,NA
"sm8253","SM",NA,NA,NA,NA
"sm8254","SM",NA,NA,NA,NA
"sm8255","SM",NA,NA,NA,NA
"sm8256","SM",NA,NA,NA,NA
"sm8257","SM",NA,NA,NA,NA
"sm8258","SM",NA,NA,NA,NA
"sm8259","SM",NA,NA,NA,NA
"sm8260","SM",NA,NA,NA,NA
"sm8261","SM",NA,NA,NA,NA
"sm8262","SM",NA,NA,NA,NA
"sm8263","SM",NA,NA,NA,NA
"sm8264","SM",NA,NA,NA,NA
"sm8265","SM",NA,NA,NA,NA
"sm8266","SM",NA,NA,NA,NA
"sm8267","SM",NA,NA,NA,NA
"sm8268","SM",NA,NA,NA,NA
"sm8269","SM",NA,NA,NA,NA
"sm8270","SM",NA,NA,NA,NA
"sm8271","SM",NA,NA,NA,NA
"sm8272","SM",NA,NA,NA,NA
"sm8273","SM",NA,NA,NA,NA
"sm8274","SM",NA,NA,NA,NA
"sm8275","SM",NA,NA,NA,NA
"sm8276","SM",NA,NA,NA,NA
"sm8277","SM",NA,NA,NA,NA
"sm8278","SM",NA,NA,NA,NA
"sm8279","SM",NA,NA,NA,NA
"sm8280","SM",NA,NA,NA,NA
"sm8281","SM",NA,NA,NA,NA
"sm8282","SM",NA,NA,NA,NA
"sm8283","SM",NA,NA,NA,NA
"sm8284","SM",NA,NA,NA,NA
"sm8285","SM",NA,NA,NA,NA
